Industry type,Industry,ERA species ID,CAAB code,Scientific_name,Common_name,IUCN system,Number,subspecies,EPBC status,Seabird,Migratory listed,Marine listed,Cetacean listed,Bioregional_conservation_status,Type,Report_Table_Num,F Overall Risk,F Overall Risk table reference,Tentative final risk score,Tentative final risk score table reference,Risk Score,Potential_Impact,Potential_Impact_Significance,Consequence Score (1-6),Notes,EIA assessment,"Bookmark name in Tess' ""BASS STRAIT"" folder",Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,970,41116006,Lagenodelphis hosei,Fraser's Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,832,41116007,Lagenorhynchus cruciger,Hourglass dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,971,41116008,Lagenorhynchus obscurus,Dusky Dolphin,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,61,41116009,Lissodelphis peronii,Southern Right Whale Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1002,41116011,Orcinus orca,Killer Whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1007,41116012,Peponocephala electra,Melon-headed Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1044,41116013,Pseudorca crassidens,False Killer Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1076,41116014,Sousa sahulensis,Indo-Pacific Humpback Dolphin,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1080,41116015,Stenella attenuata,Spotted Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1081,41116016,Stenella coeruleoalba,Striped Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1082,41116017,Stenella longirostris,Long-snouted Spinner Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1083,41116018,Steno bredanensis,Rough-toothed Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1091,41116019,Tursiops truncatus s. str.,Bottlenose Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1494,41116020,Tursiops aduncus,Indian Ocean bottlenose dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,968,41119001,Kogia breviceps,Pygmy Sperm Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,969,41119002,Kogia sima,Dwarf Sperm Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1036,41119003,Physeter macrocephalus,Sperm Whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,269,41120001,Berardius arnuxii,Arnoux's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,959,41120002,Hyperoodon planifrons,Southern Bottlenose Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,985,41120004,Mesoplodon bowdoini,Andrew's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,986,41120005,Mesoplodon densirostris,Blainville's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,987,41120006,Mesoplodon ginkgodens,Gingko Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,988,41120007,Mesoplodon grayi,Gray's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,989,41120008,Mesoplodon hectori,Hector's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,990,41120009,Mesoplodon layardii,Strap-toothed Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,991,41120010,Mesoplodon mirus,True's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1030,41120011,Tasmacetus shepherdi,Tasman Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1098,41120012,Ziphius cavirostris,Cuvier's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,216,41131001,Arctocephalus forsteri,New Zealand Fur-seal,Terrestrial/Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,253,41131003,Arctocephalus pusillus,Australian Fur Seal,Terrestrial/Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,263,41131004,Arctocephalus tropicalis,Subantarctic fur seal,Terrestrial/Marine,,,Endangered,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1000,41131005,Neophoca cinerea,Australian Sea-lion,Terrestrial/Marine,,,Endangered,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,295,41136001,Hydrurga leptonyx,Leopard seal,Terrestrial/Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,993,41136004,Mirounga leonina,Elephant seal,Terrestrial/Marine,,,Vulnerable,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,813,41206001,Dugong dugon,Dugong,Marine,,,Listed,Not seabird,Listed,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,324,39020001,Caretta caretta,Loggerhead,Terrestrial/Marine,,,Endangered,Not seabird,Listed as Cheloniidae,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,541,39020002,Chelonia mydas,Green turtle,Terrestrial/Marine,,,Vulnerable,Not seabird,Listed as Cheloniidae,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,822,39020003,Eretmochelys imbricata,Hawksbill turtle,Terrestrial/Marine,,,Vulnerable,Not seabird,Listed as Cheloniidae,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,613,39021001,Dermochelys coriacea,Leathery turtle,Terrestrial/Marine,,,Endangered,Not seabird,Listed as Dermochelidae,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1408,39125001,Hydrophis peronii,Horned Seasnake,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,254,39125009,Hydrophis stokesii,Stokes' seasnake,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1530,39125010,Hydrophis kingii,spectacled seasnake,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,957,39125021,Hydrophis elegans,Elegant seasnake,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1423,39125028,Hydrophis ornatus,seasnake,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1005,39125033,Hydrophis platurus,Yellow-bellied Seasnake,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1074,37281001,Solenostomus cyanopterus,"Blue-finned Ghost Pipefish, Robust Ghost",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1075,Not seabird,Solenostomus paradoxus,"Harlequin Ghost Pipefish, Ornate Ghost Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1010,37282001,Phycodurus eques,Leafy Seadragon,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1011,37282002,Phyllopteryx taeniolatus,"Weedy Seadragon, Common Seadragon",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,320,32782003,Solegnathus lettiensis,"Indonesian Pipefish, Gunther's pipehorse",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1072,37282004,Solegnathus robustus,"Robust Spiny Pipehorse, Robust Pipehorse",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,549,37282005,Hippocampus angustus,Western Spiny Seahorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1089,37282006,Trachyrhamphus bicoarctatus,"Bend Stick Pipefish, Short-tailed Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1092,37282008,Urocampus carinirostris,Hairy Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
