Industry type,Industry,ERA species ID,CAAB code,Scientific_name,Common_name,IUCN system,Number,subspecies,EPBC status,Seabird,Migratory listed,Marine listed,Cetacean listed,Bioregional_conservation_status,Type,Report_Table_Num,F Overall Risk,F Overall Risk table reference,Tentative final risk score,Tentative final risk score table reference,Risk Score,Potential_Impact,Potential_Impact_Significance,Consequence Score (1-6),Notes,EIA assessment,"Bookmark name in Tess' ""BASS STRAIT"" folder",Not seabird,Not seabird
Windfarm,Victoria Offshore Windfarm project,,,Exocarpos syrticola,Coast Ballart,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Galium curvihirtum,Tight Bedstraw,Terrestrial,15,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Geranium solanderi var. solanderi,Austral Crane's-bill,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Glycine latrobeana,Clover Glycine,Terrestrial,,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Goodenia lineata,Grampians Goodenia,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Goodia lotifolia var. pubescens,Silky Golden-tip,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Gratiola pumilo,Dwarf Brooklime,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Grevillea micrantha,Small-flower Grevillea,Terrestrial,6,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Haloragis eichleri,Eichler's Raspwort,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Haloragis exalata subsp. exalata,Square Rasport,Terrestrial,5,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Haloragis myriocarpa,Prickly Raspwort,Terrestrial,11,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Hibbertia pallidiflora,Pale Guinea-flower,Terrestrial,40,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Microtis orbicularis,Swamp Onion-orchid,Terrestrial,8,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Isolepis wakefieldiana,Tufted Club-sedge,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Ixodia achillaeoides subsp. arenicola,Coast Ixodia,Terrestrial,,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lachnagrostis rudis subsp. rudis,Rough Blowngrass,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lachnagrostis semibarbata var. filifolia,Purbple Blown-grass,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lasiopetalum schulzenii,Drooping Velvet-bush,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lepidium desvauxii,Bushy Peppercress,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lepidium foliosum,Leafy Peppercress,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lepidium hyssopifolium,Basalt Pepper-cress,Terrestrial,,,Endangered,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lepidosperma canescens,Hoary Rapier-sedge,Terrestrial,32,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Leptospermum turbinatum,Shiny Tea-tree,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Levenhookia sonderi,Slender Stylewort,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lobelia beaugleholei,Showy Lobelia,Terrestrial,15,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Logania ovata,Oval-leaf Logania,Terrestrial,30,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Lomandra micrantha subsp. tuberculata,Small-flower Mat-rush,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Machaerina laxa,Lax Twig-sedge,Terrestrial,18,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Melaleuca armillaris subsp. armillaris,Giant Honey-myrtle,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Melaleuca halmaturorum,Salt Paperbark,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Morchella esculenta,Common Morel,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Muehlenbeckia gunnii,Coastal Lignum,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Olearia asterotricha,Rough Daisy-bush,Terrestrial,10,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Olearia passerinoides subsp. glutescens,Shiny Daisy-bush,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Ornduffia umbricola var. umbricola,Lax Marsh-flower,Terrestrial,7,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Orthrosanthus multiflorus,Morning Flag,Terrestrial,10,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pimelea hewardiana,Forked Rice-flower,Terrestrial,14,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Poa billardierei,Coast Fescue,Terrestrial,13,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Poa fax,Scaly Poa,Terrestrial,5,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Poa halmaturina,Dwarf Coast Poa,Terrestrial,4,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Poa poiformis var. ramifer,Dune Poa,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pomaderris halmaturina subsp. continentis,Glenelg Pomaderris,Terrestrial,5,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Prasophyllum frenchii,Maroon Leek-orchid,Terrestrial,,,Endangered,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Prasophyllum lindleyanum,Green Leek-orchid,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Prasophyllum litorale,Coastal Leek-orchid,Terrestrial,64,,Critically Endangered,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Prasophyllum parviflorum,Slender Leek-orchid,Terrestrial,4,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Prasophyllum pyriforme,Silurian Leek-orchid,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Prasophyllum spicatum,Densc Leek-orchid,Terrestrial,,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pterostylis chlorogramma,Green-striped Greenhood,Terrestrial,4,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pterostylis cucullata,Leafy Greenhood,Terrestrial,,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pterostylis dolichochila,Long-tongue Shell-orchid,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pterostylis lustra,Small Sickle Greenhood,Terrestrial,9,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pterostylis tenuissima,Swamp Greenhood,Terrestrial,,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pultenaea canaliculata,Coast Bush-pea,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pultenaea prolifera,Otway Bush-pea,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Roepera billardierei,Coast Twin-leaf,Terrestrial,8,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Salsola tragus subsp. pontica,Coast Saltwort,Terrestrial,4,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Scaevola calendulacea,Dune Fan-flower,Terrestrial,13,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Schoenus carsei,Wiry Bog-sedge,Terrestrial,11,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Schoenus deformis,Small Bog-sedge,Terrestrial,4,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Senecio hispidissimus,Sand Fireweek,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Senecio macrocarpus,Large-fruit Fireweed,Terrestrial,,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Senecio psilocarpus,Swamp Fireweed,Terrestrial,4,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Sporadanthus tasmanicus,Branching Scale-rush,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Taraxacum cygnorum,Coast Dandelion,Terrestrial,18,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelionema umbellatum,Clustered Lily,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelymitra benthamiana,Blotched Sun-orchid,Terrestrial,12,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelymitra epipactoides,Metallic Sun-orchid,Terrestrial,,,Endangered,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelymitra hiemalis,Winter Sun-orchid,Terrestrial,7,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelymitra inflata,Inflated Sun-orchid,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelymitra matthewsii,Spiral Sun-orchid,Terrestrial,,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelymitra mucida,Plum Orchid,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thelymitra X macmillanii,Crimson Sun-orchid,Terrestrial,2,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Triglochin mucronata,Prickly Arrowgrass,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Veronica hillebrandii,Coast Speedwell,Terrestrial,11,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Viola hederacea subsp. sieberiana,Tiny Violet,Terrestrial,26,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Wurmbea uniflora,One-flower Early Nancy,Terrestrial,5,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Xanthorrhoea caespitosa,Tufted Grass-tree,Terrestrial,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Xanthosia leiophylla,Parsley Xanthosia,Terrestrial,7,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Xanthosia tasmanica,Southern Xanthosia,Terrestrial,3,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Xerochrysum palustre,Swamp Everlasting,Terrestrial,3,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Litoria aurea,Green and Golden Bell Frog,Terrestrial/Freshwater,1,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Litoria raniformis,Growling Grass Frog,Terrestrial/Freshwater,13,,Vulnerable,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pseudophryne Semimarmorata,Southern Toadlet,Terrestrial/Freshwater,11,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Diomedea antipodensis,Antipodean Albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Stercorarius parasiticus,Arctic Jaeger,Terrestrial/Marine,12,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche melanophris,Black-browed A Ibatross,Terrestrial/Marine,65,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Halobaena caerulea,Blue Petrel,Terrestrial/Marine,11,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche bulleri,Buller's Albatross,Terrestrial/Marine,3,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche impavida,Campbell Albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pachyptila turtur,Fairy Prion,Terrestrial/Marine,53,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Ardenna carneipes,Flesh -footed Shearwater,Marine,8,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Apus pacificus,Fork-tailed Swift,Terrestrial,19,,Listed,Not seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pterodroma leucoptera,Gould's Petrel,Terrestrial/Marine,0,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Procellaria cinerea,Grey Petrel,Terrestrial/Marine,1,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche chrysostoma,Grey-headed Albatross,Terrestrial/Marine,17,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche carteri,Indian Yellow-nosed Albatross,Terrestrial/Marine,42,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Phoebetria palpebrata,Light-mantled Sooty Albatross,Terrestrial/Marine,,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Sternula albifrons,Little Tern,Terrestrial/Freshwater/Marine,20,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Macronectes halli,Northern Giant-Petrel,Terrestrial/Marine,7,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Diomedea sanfordi,Northern Royal Albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Stercorarius pomarinus,Pomarine Jaeger,Terrestrial/Marine,7,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche salvini,Salvin's Albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Ardenna tenuirostris,Short-tailcd Shearwatcr,Terrestrial/Marine,108,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche cauta,Shy Albatross,Terrestrial/Marine,49,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pterodroma mollis,Soft-plumaged Petrel,Terrestrial/Marine,1,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Phoebetria fusca,Sooty Albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Ardenna grisea,Sooty Shearwater,Terrestrial/Marine,26,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Macronectes giganteus,Southern Giant-Petrel,Terrestrial/Marine,,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Diomedea epomophora,Southern Royal Albatross,Terrestrial/Marine,4,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Diomedea exulans,Wandering Albatross,Terrestrial/Marine,22,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Thalassarche steadi,White -capped Albatross,Terrestrial/Marine,2,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Procellaria aequinoctialis,White-chinncd Pctrcl,Terrestrial/Marine,2,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Pelagodroma marina,White-faced Storm-Petrel,Terrestrial/Marine,15,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Oceanites oceanicus,Wilson's Storm-PetreI,Terrestrial/Marine,7,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Ardeotis australis,Australian Bustard,Terrestrial/Freshwater,1,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Ninox connivens,Barking Owl,Terrestrial,5,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Monarcha melanopsis,Black-faced Monarch,Terrestrial,,,Listed,Not seabird,Listed as Muscicapidae,Listed - overfly marine area,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Falco subniger,Black Falcon,Terrestrial/Freshwater,8,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
Windfarm,Victoria Offshore Windfarm project,,,Hylacola pyrrhopygia,Chestnut-rumped Heathwren,Terrestrial,,,VIC status only,Not seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,,,,,,,,,,,,,,,
