"","Industry","Name","IUCN.system","EPBC.status","Seabird","IUCN.system2"
"322","Seadragon","Haliaeetus Leucogaster","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"323","Seadragon","Stagonopleura Guttata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"324","Seadragon","Prototroctes Maraena","Freshwater/Marine","Vulnerable","Not seabird","Mixed"
"325","Seadragon","Galaxiella Pusilla","Freshwater","Endangered","Not seabird","Freshwater"
"326","Seadragon","Thunnus Maccoyii","Marine","Conservation Dependent","Not seabird","Marine"
"327","Seadragon","Seriolella Brama","Marine","Conservation Dependent","Not seabird","Marine"
"328","Seadragon","Petauroides Volans","Terrestrial","Endangered","Not seabird","Terrestrial"
"329","Seadragon","Potorous Tridactylus Trisulcatus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"330","Seadragon","Potorous Longipes","Terrestrial","Endangered","Not seabird","Terrestrial"
"331","Seadragon","Mastacomys Fuscus Mordicus","Terrestrial","Endangered","Not seabird","Terrestrial"
"332","Seadragon","Pseudomys Novaehollandiae","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"333","Seadragon","Isoodon Obesulus Obesulus","Terrestrial","Endangered","Not seabird","Terrestrial"
"334","Seadragon","Pteropus Poliocephalus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"335","Seadragon","Litoria Aurea","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"336","Seadragon","Litoria Raniformis","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"337","Seadragon","Heleioporus Australiacus","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"338","Seadragon","Lissolepis Coventryi","Terrestrial/Freshwater","Endangered","Not seabird","Mixed"
"339","Seadragon","Uperoleia Martini","Terrestrial/Freshwater","Endangered","Not seabird","Mixed"
"340","Seadragon","Mirounga Leonina","Terrestrial/Marine","Vulnerable","Not seabird","Mixed"
"341","Seadragon","Eubalaena Australis","Marine","Endangered","Not seabird","Marine"
"342","Seadragon","Balaenoptera Musculus","Marine","Endangered","Not seabird","Marine"
"343","Seadragon","Balaenoptera Physalus","Marine","Vulnerable","Not seabird","Marine"
"344","Seadragon","Balaenoptera Borealis","Marine","Vulnerable","Not seabird","Marine"
"345","Seadragon","Arctocephalus Forsteri","Marine","Listed","Not seabird","Marine"
"346","Seadragon","Arctocephalus Tropicalis","Marine","Endangered","Not seabird","Marine"
"347","Seadragon","Chelonia Mydas","Terrestrial/Marine","Vulnerable","Not seabird","Mixed"
"348","Seadragon","Dermochelys Coriacea","Terrestrial/Marine","Endangered","Not seabird","Mixed"
"349","Seadragon","Caretta Caretta","Terrestrial/Marine","Endangered","Not seabird","Mixed"
"350","Seadragon","Carcharodon Carcharias","Marine","Vulnerable","Not seabird","Marine"
"351","Seadragon","Rhincodon Typus","Marine","Vulnerable","Not seabird","Marine"
"352","Seadragon","Galeorhinus Galeus","Marine","Conservation Dependent","Not seabird","Marine"
"353","Seadragon","Amphibromus Fluitans","Freshwater","Vulnerable","Not seabird","Freshwater"
"354","Seadragon","Caladenia Tessellata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"355","Seadragon","Commersonia Prostrata","Terrestrial","Endangered","Not seabird","Terrestrial"
"356","Seadragon","Dianella Amoena","Terrestrial","Endangered","Not seabird","Terrestrial"
"357","Seadragon","Dodonaea Procumbens","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"358","Seadragon","Eucalyptus Strzeleckii","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"359","Seadragon","Glycine Latrobeana","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"360","Seadragon","Lepidium Hyssopifolium","Terrestrial","Endangered","Not seabird","Terrestrial"
"361","Seadragon","Prasophyllum Frenchii","Terrestrial","Endangered","Not seabird","Terrestrial"
"362","Seadragon","Prasophyllum Spicatum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"363","Seadragon","Prostanthera Galbraithiae","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"364","Seadragon","Pterostylis Chlorogramma","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"365","Seadragon","Senecio Psilocarpus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"366","Seadragon","Thelymitra Epipactoides","Terrestrial","Endangered","Not seabird","Terrestrial"
"367","Seadragon","Xerochrysum Palustre","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"368","Star of the South","Carcharodon Carcharias","Marine","Vulnerable","Not seabird","Marine"
"369","Star of the South","Prototroctes Maraena","Freshwater/Marine","Vulnerable","Not seabird","Mixed"
"370","Star of the South","Thunnus Maccoyii","Marine","Conservation Dependent","Not seabird","Marine"
"371","Star of the South","Megaptera Novaeangliae","Marine","Listed","Not seabird","Marine"
"372","Star of the South","Thalassarche Cauta","Terrestrial/Marine","Endangered","Seabird","Mixed"
"373","Star of the South","Thalassarche Bulleri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"374","Star of the South","Phoebetria Fusca","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"375","Star of the South","Diomedea Epomophora","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"376","Star of the South","Diomedea Exulans","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"377","Star of the South","Thalassarche Carteri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"378","Star of the South","Macronectes Giganteus","Terrestrial/Marine","Endangered","Seabird","Mixed"
"379","Star of the South","Macronectes Halli","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"380","Star of the South","Sternula Albifrons","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"381","Star of the South","Hydroprogne Caspia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"382","Star of the South","Sternula Nereis Nereis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"383","Star of the South","Thinornis Cucullatus Cucullatus","Freshwater/Marine","Vulnerable","Seabird","Mixed"
"384","Star of the South","Hirundapus Caudacutus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"385","Star of the South","Amphibromus Fluitans","Freshwater","Vulnerable","Not seabird","Freshwater"
"386","Star of the South","Commersonia Prostrata","Terrestrial","Endangered","Not seabird","Terrestrial"
"387","Star of the South","Dianella Amoena","Terrestrial","Endangered","Not seabird","Terrestrial"
"388","Star of the South","Dodonaea Procumbens","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"389","Star of the South","Eucalyptus Strzeleckii","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"390","Star of the South","Prasophyllum Frenchii","Terrestrial","Endangered","Not seabird","Terrestrial"
"391","Star of the South","Pterostylis Chlorogramma","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"392","Star of the South","Thelymitra Epipactoides","Terrestrial","Endangered","Not seabird","Terrestrial"
"393","Star of the South","Thelymitra Matthewsii","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"394","Star of the South","Xerochrysum Palustre","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"395","Star of the South","Botaurus Poiciloptilus","Freshwater/Marine","Endangered","Seabird","Mixed"
"396","Star of the South","Porzana Pusilla","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"397","Star of the South","Tringa Nebularia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"398","Star of the South","Apus Pacificus","Terrestrial","Listed","Not seabird","Terrestrial"
"399","Star of the South","Plegadis Falcinellus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"400","Star of the South","Gelochelidon Nilotica","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"401","Star of the South","Ardea Intermedia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"402","Star of the South","Gallinago Hardwickii","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"403","Star of the South","Egretta Garzetta","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"404","Star of the South","Tringa Stagnatilis","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"405","Star of the South","Biziura Lobata","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"406","Star of the South","Calidris Ruficollis","Terrestrial/Marine","Listed","Seabird","Mixed"
"407","Star of the South","Rhipidura Rufifrons","Terrestrial","Listed","Not seabird","Terrestrial"
"408","Star of the South","Myiagra Cyanoleuca","Terrestrial","Listed","Not seabird","Terrestrial"
"409","Star of the South","Calidris Acuminata","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"410","Star of the South","Lathamus Discolor","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"411","Star of the South","Haliaeetus Leucogaster","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"412","Star of the South","Mastacomys Fuscus Mordicus","Terrestrial","Endangered","Not seabird","Terrestrial"
"413","Star of the South","Miniopterus Orianae Bassanii","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"414","Star of the South","Pteropus Poliocephalus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"415","Star of the South","Pseudomys Novaehollandiae","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"416","Star of the South","Isoodon Obesulus Obesulus","Terrestrial","Endangered","Not seabird","Terrestrial"
"417","Star of the South","Petauroides Volans","Terrestrial","Endangered","Not seabird","Terrestrial"
"418","Star of the South","Antechinus Minimus Maritimus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"419","Star of the South","Lissolepis Coventryi","Terrestrial/Freshwater","Endangered","Not seabird","Mixed"
"420","Star of the South","Litoria Raniformis","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"421","Star of the South","Uperoleia Martini","Terrestrial/Freshwater","Endangered","Not seabird","Mixed"
"422","Star of the South","Galaxiella Pusilla","Freshwater","Endangered","Not seabird","Freshwater"
"423","Star of the South","Argyrotegium Nitidulum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"424","Star of the South","Caladenia Orientalis","Terrestrial","Endangered","Not seabird","Terrestrial"
"425","Star of the South","Caladenia Tessellata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"426","Star of the South","Eucalyptus Alligatrix Subsp. Limaensis","Terrestrial","Endangered","Not seabird","Terrestrial"
"427","Star of the South","Glycine Latrobeana","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"428","Star of the South","Grevillea Celata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"429","Star of the South","Grevillea Infecunda","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"430","Star of the South","Hibbertia Humifusa Subsp. Debilis","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"431","Star of the South","Leucochrysum Albicans Subsp. Tricolor","Terrestrial","Endangered","Not seabird","Terrestrial"
"432","Star of the South","Pimelea Spinescens Subsp. Pubiflora","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"433","Star of the South","Pimelea Spinescens Subsp. Spinescens","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"434","Star of the South","Prasophyllum Litorale","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"435","Star of the South","Prasophyllum Spicatum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"436","Star of the South","Prostanthera Galbraithiae","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"437","Star of the South","Pterostylis Cucullata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"438","Star of the South","Pterostylis Tenuissima","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"439","Star of the South","Rutidosis Leptorhynchoides","Terrestrial","Endangered","Not seabird","Terrestrial"
"440","Star of the South","Senecio Psilocarpus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"441","Star of the South","Rostratula Australis","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"442","Star of the South","Limosa Lapponica","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"443","Star of the South","Thalassarche Melanophris","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"444","Star of the South","Monarcha Melanopsis","Terrestrial","Listed","Not seabird","Terrestrial"
"445","Star of the South","Limosa Limosa","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"446","Star of the South","Halobaena Caerulea","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"447","Star of the South","Thalassarche Impavida","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"448","Star of the South","Actitis Hypoleucos","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"449","Star of the South","Thalasseus Bergii","Terrestrial/Marine","Listed","Seabird","Mixed"
"450","Star of the South","Calidris Ferruginea","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"451","Star of the South","Charadrius Bicinctus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"452","Star of the South","Numenius Madagascariensis","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"453","Star of the South","Pachyptila Turtur","Terrestrial/Marine","Listed","Seabird","Mixed"
"454","Star of the South","Sternula Nereis","Terrestrial/Marine","Listed","Seabird","Mixed"
"455","Star of the South","Ardenna Carneipes","Marine","Listed","Seabird","Marine"
"456","Star of the South","Pterodroma Leucoptera","Terrestrial/Marine","Listed","Seabird","Mixed"
"457","Star of the South","Calidris Tenuirostris","Terrestrial/Marine","Critically Endangered","Seabird","Mixed"
"458","Star of the South","Charadrius Leschenaultii","Terrestrial/Freshwater/Marine","Vulnerable","Seabird","Mixed"
"459","Star of the South","Pluvialis Squatarola","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"460","Star of the South","Thalassarche Chrysostoma","Terrestrial/Marine","Endangered","Seabird","Mixed"
"461","Star of the South","Tringa Brevipes","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"462","Star of the South","Thinornis Cucullatus","Freshwater/Marine","Listed","Seabird","Mixed"
"463","Star of the South","Charadrius Mongolus","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"464","Star of the South","Numenius Minutus","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"465","Star of the South","Diomedea Antipodensis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"466","Star of the South","Diomedea Sanfordi","Terrestrial/Marine","Endangered","Seabird","Mixed"
"467","Star of the South","Neophema Chrysogaster","Terrestrial/Freshwater","Critically Endangered","Not seabird","Mixed"
"468","Star of the South","Charadrius Veredus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"469","Star of the South","Pandion Haliaetus Cristatus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"470","Star of the South","Pluvialis Fulva","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"471","Star of the South","Grantiella Picta","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"472","Star of the South","Calidris Melanotos","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"473","Star of the South","Calidris Canutus","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"474","Star of the South","Anthochaera Phrygia","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"475","Star of the South","Arenaria Interpres","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"476","Star of the South","Philomachus Pugnax","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"477","Star of the South","Thalassarche Salvini","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"478","Star of the South","Calidris Alba","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"479","Star of the South","Ardenna Tenuirostris","Terrestrial/Marine","Listed","Seabird","Mixed"
"480","Star of the South","Ardenna Grisea","Terrestrial/Marine","Listed","Seabird","Mixed"
"481","Star of the South","Xenus Cinereus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"482","Star of the South","Numenius Phaeopus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"483","Star of the South","Tringa Glareola","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"484","Star of the South","Motacilla Flava","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"485","Star of the South","Potorous Tridactylus Trisulcatus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"486","Star of the South","Litoria Aurea","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"487","Star of the South","Nannoperca Obscura","Freshwater","Endangered","Not seabird","Freshwater"
"488","Star of the South","Synemon Plana","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"489","Victoria Offshore Windfarm project","Amphibromus Fluitans","Freshwater","Vulnerable","Not seabird","Freshwater"
"490","Victoria Offshore Windfarm project","Caladenia Calcicola","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"491","Victoria Offshore Windfarm project","Caladenia Colorata","Terrestrial","Endangered","Not seabird","Terrestrial"
"492","Victoria Offshore Windfarm project","Caladenia Hastata","Terrestrial","Endangered","Not seabird","Terrestrial"
"493","Victoria Offshore Windfarm project","Caladenia Orientalis","Terrestrial","Endangered","Not seabird","Terrestrial"
"494","Victoria Offshore Windfarm project","Caladenia Ornata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"495","Victoria Offshore Windfarm project","Cassinia Rugata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"496","Victoria Offshore Windfarm project","Glycine Latrobeana","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"497","Victoria Offshore Windfarm project","Haloragis Exalata Subsp. Exalata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"498","Victoria Offshore Windfarm project","Ixodia Achillaeoides Subsp. Arenicola","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"499","Victoria Offshore Windfarm project","Lepidium Hyssopifolium","Terrestrial","Endangered","Not seabird","Terrestrial"
"500","Victoria Offshore Windfarm project","Prasophyllum Frenchii","Terrestrial","Endangered","Not seabird","Terrestrial"
"501","Victoria Offshore Windfarm project","Prasophyllum Litorale","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"502","Victoria Offshore Windfarm project","Prasophyllum Spicatum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"503","Victoria Offshore Windfarm project","Pterostylis Chlorogramma","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"504","Victoria Offshore Windfarm project","Pterostylis Cucullata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"505","Victoria Offshore Windfarm project","Pterostylis Tenuissima","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"506","Victoria Offshore Windfarm project","Senecio Macrocarpus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"507","Victoria Offshore Windfarm project","Senecio Psilocarpus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"508","Victoria Offshore Windfarm project","Taraxacum Cygnorum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"509","Victoria Offshore Windfarm project","Thelymitra Epipactoides","Terrestrial","Endangered","Not seabird","Terrestrial"
"510","Victoria Offshore Windfarm project","Thelymitra Matthewsii","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"511","Victoria Offshore Windfarm project","Xerochrysum Palustre","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"512","Victoria Offshore Windfarm project","Litoria Aurea","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"513","Victoria Offshore Windfarm project","Litoria Raniformis","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"514","Victoria Offshore Windfarm project","Diomedea Antipodensis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"515","Victoria Offshore Windfarm project","Stercorarius Parasiticus","Terrestrial/Marine","Listed","Seabird","Mixed"
"516","Victoria Offshore Windfarm project","Thalassarche Melanophris","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"517","Victoria Offshore Windfarm project","Halobaena Caerulea","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"518","Victoria Offshore Windfarm project","Thalassarche Bulleri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"519","Victoria Offshore Windfarm project","Thalassarche Impavida","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"520","Victoria Offshore Windfarm project","Pachyptila Turtur","Terrestrial/Marine","Listed","Seabird","Mixed"
"521","Victoria Offshore Windfarm project","Ardenna Carneipes","Marine","Listed","Seabird","Marine"
"522","Victoria Offshore Windfarm project","Apus Pacificus","Terrestrial","Listed","Not seabird","Terrestrial"
"523","Victoria Offshore Windfarm project","Pterodroma Leucoptera","Terrestrial/Marine","Listed","Seabird","Mixed"
"524","Victoria Offshore Windfarm project","Procellaria Cinerea","Terrestrial/Marine","Listed","Seabird","Mixed"
"525","Victoria Offshore Windfarm project","Thalassarche Chrysostoma","Terrestrial/Marine","Endangered","Seabird","Mixed"
"526","Victoria Offshore Windfarm project","Thalassarche Carteri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"527","Victoria Offshore Windfarm project","Phoebetria Palpebrata","Terrestrial/Marine","Listed","Seabird","Mixed"
"528","Victoria Offshore Windfarm project","Sternula Albifrons","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"529","Victoria Offshore Windfarm project","Macronectes Halli","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"530","Victoria Offshore Windfarm project","Diomedea Sanfordi","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"531","Victoria Offshore Windfarm project","Stercorarius Pomarinus","Terrestrial/Marine","Listed","Seabird","Mixed"
"532","Victoria Offshore Windfarm project","Thalassarche Salvini","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"533","Victoria Offshore Windfarm project","Ardenna Tenuirostris","Terrestrial/Marine","Listed","Seabird","Mixed"
"534","Victoria Offshore Windfarm project","Thalassarche Cauta","Terrestrial/Marine","Endangered","Seabird","Mixed"
"535","Victoria Offshore Windfarm project","Pterodroma Mollis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"536","Victoria Offshore Windfarm project","Phoebetria Fusca","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"537","Victoria Offshore Windfarm project","Ardenna Grisea","Terrestrial/Marine","Listed","Seabird","Mixed"
"538","Victoria Offshore Windfarm project","Macronectes Giganteus","Terrestrial/Marine","Endangered","Seabird","Mixed"
"539","Victoria Offshore Windfarm project","Diomedea Epomophora","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"540","Victoria Offshore Windfarm project","Diomedea Exulans","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"541","Victoria Offshore Windfarm project","Thalassarche Steadi","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"542","Victoria Offshore Windfarm project","Procellaria Aequinoctialis","Terrestrial/Marine","Listed","Seabird","Mixed"
"543","Victoria Offshore Windfarm project","Pelagodroma Marina","Terrestrial/Marine","Listed","Seabird","Mixed"
"544","Victoria Offshore Windfarm project","Oceanites Oceanicus","Terrestrial/Marine","Listed","Seabird","Mixed"
"545","Victoria Offshore Windfarm project","Monarcha Melanopsis","Terrestrial","Listed","Not seabird","Terrestrial"
"546","Victoria Offshore Windfarm project","Stagonopleura Guttata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"547","Victoria Offshore Windfarm project","Ardea Alba","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"548","Victoria Offshore Windfarm project","Falco Hypoleucos","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"549","Victoria Offshore Windfarm project","Leipoa Ocellata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"550","Victoria Offshore Windfarm project","Grantiella Picta","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"551","Victoria Offshore Windfarm project","Pedionomus Torquatus","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"552","Victoria Offshore Windfarm project","Calyptorhynchus Banksii Graptogyne","Terrestrial","Endangered","Not seabird","Terrestrial"
"553","Victoria Offshore Windfarm project","Anthochaera Phrygia","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"554","Victoria Offshore Windfarm project","Rhipidura Rufifrons","Terrestrial","Listed","Not seabird","Terrestrial"
"555","Victoria Offshore Windfarm project","Myiagra Cyanoleuca","Terrestrial","Listed","Not seabird","Terrestrial"
"556","Victoria Offshore Windfarm project","Lathamus Discolor","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"557","Victoria Offshore Windfarm project","Hirundapus Caudacutus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"558","Victoria Offshore Windfarm project","Motacilla Flava","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"559","Victoria Offshore Windfarm project","Botaurus Poiciloptilus","Freshwater/Marine","Endangered","Seabird","Mixed"
"560","Victoria Offshore Windfarm project","Sternula Nereis Nereis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
