"","Industry","Name","IUCN.system","EPBC.status","Seabird","IUCN.system2"
"42","Greater Gippsland","Dermochelys Coriacea","Terrestrial/Marine","Endangered","Not seabird","Mixed"
"43","Greater Gippsland","Isurus Oxyrinchus","Marine","Listed","Not seabird","Marine"
"44","Greater Gippsland","Prototroctes Maraena","Freshwater/Marine","Vulnerable","Not seabird","Mixed"
"45","Greater Gippsland","Carcharodon Carcharias","Marine","Vulnerable","Not seabird","Marine"
"46","Greater Gippsland","Lamna Nasus","Marine","Listed","Not seabird","Marine"
"47","Greater Gippsland","Galaxiella Pusilla","Freshwater","Endangered","Not seabird","Freshwater"
"48","Greater Gippsland","Galeorhinus Galeus","Marine","Conservation Dependent","Not seabird","Marine"
"49","Greater Gippsland","Rhincodon Typus","Marine","Vulnerable","Not seabird","Marine"
"50","Greater Gippsland","Seriolella Brama","Marine","Conservation Dependent","Not seabird","Marine"
"51","Greater Gippsland","Thunnus Maccoyii","Marine","Conservation Dependent","Not seabird","Marine"
"52","Greater Gippsland","Pachyptila Turtur Subantarctica","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"53","Greater Gippsland","Pterodroma Leucoptera Leucoptera","Terrestrial/Marine","Endangered","Seabird","Mixed"
"54","Greater Gippsland","Halobaena Caerulea","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"55","Greater Gippsland","Diomedea Exulans","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"56","Greater Gippsland","Thalassarche Melanophris","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"57","Greater Gippsland","Thalassarche Carteri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"58","Greater Gippsland","Thalassarche Chrysostoma","Terrestrial/Marine","Endangered","Seabird","Mixed"
"59","Greater Gippsland","Thalassarche Cauta","Terrestrial/Marine","Endangered","Seabird","Mixed"
"60","Greater Gippsland","Phoebetria Fusca","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"61","Greater Gippsland","Macronectes Giganteus","Terrestrial/Marine","Endangered","Seabird","Mixed"
"62","Greater Gippsland","Thalassarche Bulleri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"63","Greater Gippsland","Macronectes Halli","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"64","Greater Gippsland","Diomedea Epomophora","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"65","Greater Gippsland","Phoebetria Palpebrata","Terrestrial/Marine","Listed","Seabird","Mixed"
"66","Greater Gippsland","Petauroides Volans","Terrestrial","Endangered","Not seabird","Terrestrial"
"67","Greater Gippsland","Pseudomys Novaehollandiae","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"68","Greater Gippsland","Isoodon Obesulus Obesulus","Terrestrial","Endangered","Not seabird","Terrestrial"
"69","Greater Gippsland","Pteropus Poliocephalus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"70","Greater Gippsland","Litoria Aurea","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"71","Greater Gippsland","Litoria Raniformis","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"72","Greater Gippsland","Macquaria Australasica","Freshwater","Endangered","Not seabird","Freshwater"
"73","Greater Gippsland","Lissolepis Coventryi","Terrestrial/Freshwater","Endangered","Not seabird","Mixed"
"74","Greater Gippsland","Uperoleia Martini","Terrestrial/Freshwater","Endangered","Not seabird","Mixed"
"75","Greater Gippsland","Callocephalon Fimbriatum","Terrestrial","Endangered","Not seabird","Terrestrial"
"76","Greater Gippsland","Neophema Chrysogaster","Terrestrial/Freshwater","Critically Endangered","Not seabird","Mixed"
"77","Greater Gippsland","Lathamus Discolor","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"78","Greater Gippsland","Hirundapus Caudacutus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"79","Greater Gippsland","Pycnoptilus Floccosus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"80","Greater Gippsland","Grantiella Picta","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"81","Greater Gippsland","Haliaeetus Leucogaster","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"82","Greater Gippsland","Stagonopleura Guttata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"83","Greater Gippsland","Rostratula Australis","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"84","Greater Gippsland","Botaurus Poiciloptilus","Freshwater/Marine","Endangered","Seabird","Mixed"
"85","Greater Gippsland","Sternula Nereis Nereis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"86","Greater Gippsland","Limosa Lapponica Baueri","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"87","Greater Gippsland","Thinornis Cucullatus","Freshwater/Marine","Listed","Seabird","Mixed"
"88","Greater Gippsland","Charadrius Mongolus","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"89","Greater Gippsland","Charadrius Leschenaultii","Terrestrial/Freshwater/Marine","Vulnerable","Seabird","Mixed"
"90","Greater Gippsland","Numenius Madagascariensis","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"91","Greater Gippsland","Calidris Ferruginea","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"92","Greater Gippsland","Calidris Canutus","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"93","Greater Gippsland","Calidris Tenuirostris","Terrestrial/Marine","Critically Endangered","Seabird","Mixed"
"94","Greater Gippsland","Egretta Garzetta","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"95","Greater Gippsland","Anseranas Semipalmata","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"96","Greater Gippsland","Biziura Lobata","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"97","Greater Gippsland","Hydroprogne Caspia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"98","Greater Gippsland","Sternula Albifrons","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"99","Greater Gippsland","Arenaria Interpres","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"100","Greater Gippsland","Pluvialis Squatarola","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"101","Greater Gippsland","Pluvialis Fulva","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"102","Greater Gippsland","Numenius Phaeopus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"103","Greater Gippsland","Tringa Glareola","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"104","Greater Gippsland","Tringa Brevipes","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"105","Greater Gippsland","Actitis Hypoleucos","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"106","Greater Gippsland","Tringa Nebularia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"107","Greater Gippsland","Tringa Stagnatilis","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"108","Greater Gippsland","Xenus Cinereus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"109","Greater Gippsland","Limosa Limosa","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"110","Greater Gippsland","Amphibromus Fluitans","Freshwater","Vulnerable","Not seabird","Freshwater"
"111","Greater Gippsland","Caladenia Orientalis","Terrestrial","Endangered","Not seabird","Terrestrial"
"112","Greater Gippsland","Caladenia Tessellata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"113","Greater Gippsland","Commersonia Prostrata","Terrestrial","Endangered","Not seabird","Terrestrial"
"114","Greater Gippsland","Dianella Amoena","Terrestrial","Endangered","Not seabird","Terrestrial"
"115","Greater Gippsland","Dodonaea Procumbens","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"116","Greater Gippsland","Eucalyptus Strzeleckii","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"117","Greater Gippsland","Prasophyllum Frenchii","Terrestrial","Endangered","Not seabird","Terrestrial"
"118","Greater Gippsland","Prasophyllum Spicatum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"119","Greater Gippsland","Prostanthera Galbraithiae","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"120","Greater Gippsland","Pterostylis Chlorogramma","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"121","Greater Gippsland","Senecio Psilocarpus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"122","Greater Gippsland","Thelymitra Epipactoides","Terrestrial","Endangered","Not seabird","Terrestrial"
"123","Greater Gippsland","Thelymitra Matthewsii","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"124","Greater Gippsland","Xerochrysum Palustre","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"125","Southern Winds","Amphibromus Fluitans","Freshwater","Vulnerable","Not seabird","Freshwater"
"126","Southern Winds","Caladenia Calcicola","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"127","Southern Winds","Caladenia Colorata","Terrestrial","Endangered","Not seabird","Terrestrial"
"128","Southern Winds","Caladenia Hastata","Terrestrial","Endangered","Not seabird","Terrestrial"
"129","Southern Winds","Caladenia Ornata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"130","Southern Winds","Cassinia Rugata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"131","Southern Winds","Glycine Latrobeana","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"132","Southern Winds","Ixodia Achillaeoides Subsp. Arenicola","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"133","Southern Winds","Prasophyllum Frenchii","Terrestrial","Endangered","Not seabird","Terrestrial"
"134","Southern Winds","Prasophyllum Spicatum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"135","Southern Winds","Pterostylis Chlorogramma","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"136","Southern Winds","Pterostylis Cucullata Subsp. Cucullata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"137","Southern Winds","Pterostylis Tenuissima","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"138","Southern Winds","Senecio Psilocarpus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"139","Southern Winds","Taraxacum Cygnorum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"140","Southern Winds","Thelymitra Epipactoides","Terrestrial","Endangered","Not seabird","Terrestrial"
"141","Southern Winds","Xerochrysum Palustre","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"142","Southern Winds","Prasophyllum Litorale","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"143","Southern Winds","Calyptorhynchus Banksii Graptogyne","Terrestrial","Endangered","Not seabird","Terrestrial"
"144","Southern Winds","Callocephalon Fimbriatum","Terrestrial","Endangered","Not seabird","Terrestrial"
"145","Southern Winds","Neophema Chrysogaster","Terrestrial/Freshwater","Critically Endangered","Not seabird","Mixed"
"146","Southern Winds","Lathamus Discolor","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"147","Southern Winds","Hirundapus Caudacutus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"148","Southern Winds","Haliaeetus Leucogaster","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"149","Southern Winds","Stagonopleura Guttata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"150","Southern Winds","Rostratula Australis","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"151","Southern Winds","Botaurus Poiciloptilus","Freshwater/Marine","Endangered","Seabird","Mixed"
"152","Southern Winds","Sternula Nereis Nereis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"153","Southern Winds","Limosa Lapponica Baueri","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"154","Southern Winds","Thinornis Cucullatus","Freshwater/Marine","Listed","Seabird","Mixed"
"155","Southern Winds","Numenius Madagascariensis","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"156","Southern Winds","Calidris Ferruginea","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"157","Southern Winds","Calidris Canutus","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"158","Southern Winds","Calidris Tenuirostris","Terrestrial/Marine","Critically Endangered","Seabird","Mixed"
"159","Southern Winds","Egretta Garzetta","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"160","Southern Winds","Anseranas Semipalmata","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"161","Southern Winds","Biziura Lobata","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"162","Southern Winds","Hydroprogne Caspia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"163","Southern Winds","Sternula Albifrons","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"164","Southern Winds","Arenaria Interpres","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"165","Southern Winds","Pluvialis Squatarola","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"166","Southern Winds","Pluvialis Fulva","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"167","Southern Winds","Numenius Phaeopus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"168","Southern Winds","Tringa Glareola","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"169","Southern Winds","Tringa Brevipes","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"170","Southern Winds","Actitis Hypoleucos","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"171","Southern Winds","Tringa Nebularia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"172","Southern Winds","Tringa Stagnatilis","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"173","Southern Winds","Xenus Cinereus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"174","Southern Winds","Limosa Limosa","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"175","Southern Winds","Dasyurus Maculatus Maculatus (Se Mainland Population)","Terrestrial","Endangered","Not seabird","Terrestrial"
"176","Southern Winds","Antechinus Minimus Maritimus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"177","Southern Winds","Potorous Tridactylus Trisulcatus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"178","Southern Winds","Pseudomys Shortridgei","Terrestrial","Endangered","Not seabird","Terrestrial"
"179","Southern Winds","Isoodon Obesulus Obesulus","Terrestrial","Endangered","Not seabird","Terrestrial"
"180","Southern Winds","Pteropus Poliocephalus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"181","Southern Winds","Miniopterus Orianae Bassanii","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"182","Southern Winds","Litoria Raniformis","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"183","Southern Winds","Prototroctes Maraena","Freshwater/Marine","Vulnerable","Not seabird","Mixed"
"184","Southern Winds","Galaxiella Pusilla","Freshwater","Endangered","Not seabird","Freshwater"
"185","Southern Winds","Nannoperca Obscura","Freshwater","Endangered","Not seabird","Freshwater"
"186","Southern Winds","Nannoperca Variegata","Freshwater","Vulnerable","Not seabird","Freshwater"
"187","Southern Winds","Euastacus Bispinosus","Freshwater","Endangered","Not seabird","Freshwater"
"188","Southern Winds","Lissolepis Coventryi","Terrestrial/Freshwater","Endangered","Not seabird","Mixed"
"189","Southern Winds","Pachyptila Turtur Subantarctica","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"190","Southern Winds","Pterodroma Mollis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"191","Southern Winds","Pterodroma Leucoptera","Terrestrial/Marine","Listed","Seabird","Mixed"
"192","Southern Winds","Halobaena Caerulea","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"193","Southern Winds","Diomedea Exulans","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"194","Southern Winds","Thalassarche Melanophris","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"195","Southern Winds","Thalassarche Carteri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"196","Southern Winds","Thalassarche Chrysostoma","Terrestrial/Marine","Endangered","Seabird","Mixed"
"197","Southern Winds","Thalassarche Cauta","Terrestrial/Marine","Endangered","Seabird","Mixed"
"198","Southern Winds","Phoebetria Fusca","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"199","Southern Winds","Macronectes Giganteus","Terrestrial/Marine","Endangered","Seabird","Mixed"
"200","Southern Winds","Thalassarche Bulleri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"201","Southern Winds","Macronectes Halli","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"202","Southern Winds","Diomedea Epomophora","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"203","Southern Winds","Thalassarche Steadi","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"204","Southern Winds","Pelagodroma Marina","Terrestrial/Marine","Listed","Seabird","Mixed"
"205","Southern Winds","Phoebetria Palpebrata","Terrestrial/Marine","Listed","Seabird","Mixed"
"206","Southern Winds","Arctocephalus Forsteri","Marine","Listed","Not seabird","Marine"
"207","Southern Winds","Arctocephalus Pusillus","Marine","Listed","Not seabird","Marine"
"208","Southern Winds","Balaenoptera Borealis","Marine","Vulnerable","Not seabird","Marine"
"209","Southern Winds","Balaenoptera Musculus","Marine","Endangered","Not seabird","Marine"
"210","Southern Winds","Balaenoptera Physalus","Marine","Vulnerable","Not seabird","Marine"
"211","Southern Winds","Caperea Marginata","Marine","Listed","Not seabird","Marine"
"212","Southern Winds","Eubalaena Australis","Marine","Endangered","Not seabird","Marine"
"213","Southern Winds","Megaptera Novaeangliae","Marine","Listed","Not seabird","Marine"
"214","Southern Winds","Orcinus Orca","Marine","Listed","Not seabird","Marine"
"215","Southern Winds","Neophoca Cinerea","Terrestrial/Marine","Endangered","Not seabird","Mixed"
"216","Southern Winds","Lagenorhynchus Obscurus","Marine","Listed","Not seabird","Marine"
"217","Southern Winds","Physeter Macrocephalus","Marine","Listed","Not seabird","Marine"
"218","Southern Winds","Caretta Caretta","Terrestrial/Marine","Endangered","Not seabird","Mixed"
"219","Southern Winds","Chelonia Mydas","Terrestrial/Marine","Vulnerable","Not seabird","Mixed"
"220","Southern Winds","Dermochelys Coriacea","Terrestrial/Marine","Endangered","Not seabird","Mixed"
"221","Southern Winds","Isurus Oxyrinchus","Marine","Listed","Not seabird","Marine"
"222","Southern Winds","Carcharodon Carcharias","Marine","Vulnerable","Not seabird","Marine"
"223","Southern Winds","Lamna Nasus","Marine","Listed","Not seabird","Marine"
"224","Southern Winds","Galeorhinus Galeus","Marine","Conservation Dependent","Not seabird","Marine"
"225","Southern Winds","Seriolella Brama","Marine","Conservation Dependent","Not seabird","Marine"
"226","Southern Winds","Thunnus Maccoyii","Marine","Conservation Dependent","Not seabird","Marine"
"227","Southern Winds","Heraldia Nocturna","Marine","Listed","Not seabird","Marine"
"228","Southern Winds","Hippocampus Abdominalis","Marine","Listed","Not seabird","Marine"
"229","Southern Winds","Hippocampus Breviceps","Marine","Listed","Not seabird","Marine"
"230","Southern Winds","Histiogamphelus Briggsii","Marine","Listed","Not seabird","Marine"
"231","Southern Winds","Histiogamphelus Cristatus","Marine","Listed","Not seabird","Marine"
"232","Southern Winds","Kaupus Costatus","Marine","Listed","Not seabird","Marine"
"233","Southern Winds","Leptoichthys Fistularius","Marine","Listed","Not seabird","Marine"
"234","Southern Winds","Lissocampus Caudalis","Marine","Listed","Not seabird","Marine"
"235","Southern Winds","Lissocampus Runa","Marine","Listed","Not seabird","Marine"
"236","Southern Winds","Maroubra Perserrata","Marine","Listed","Not seabird","Marine"
"237","Southern Winds","Mitotichthys Tuckeri","Marine","Listed","Not seabird","Marine"
"238","Southern Winds","Notiocampus Ruber","Marine","Listed","Not seabird","Marine"
"239","Southern Winds","Phycodurus Eques","Marine","Listed","Not seabird","Marine"
"240","Southern Winds","Phyllopteryx Taeniolatus","Marine","Listed","Not seabird","Marine"
"241","Southern Winds","Pugnaso Curtirostris","Marine","Listed","Not seabird","Marine"
"242","Southern Winds","Solegnathus Robustus","Marine","Listed","Not seabird","Marine"
"243","Southern Winds","Solegnathus Spinosissimus","Marine","Listed","Not seabird","Marine"
"244","Southern Winds","Stigmatopora Argus","Marine","Listed","Not seabird","Marine"
"245","Southern Winds","Stigmatopora Nigra","Marine","Listed","Not seabird","Marine"
"246","Southern Winds","Stipecampus Cristatus","Marine","Listed","Not seabird","Marine"
"247","Southern Winds","Urocampus Carinirostris","Marine","Listed","Not seabird","Marine"
"248","Southern Winds","Vanacampus Margaritifer","Marine","Listed","Not seabird","Marine"
"249","Southern Winds","Vanacampus Phillipi","Marine","Listed","Not seabird","Marine"
"250","Southern Winds","Vanacampus Poecilolaemus","Marine","Listed","Not seabird","Marine"
"251","Southern Winds","Gallinago Stenura","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"252","Southern Winds","Gallinago Megala","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"253","Southern Winds","Limicola Falcinellus","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"254","Southern Winds","Gallinago Hardwickii","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"255","Southern Winds","Plegadis Falcinellus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"256","Southern Winds","Pandion Haliaetus Cristatus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"257","Southern Winds","Apus Pacificus","Terrestrial","Listed","Not seabird","Terrestrial"
"258","Southern Winds","Pandion Haliaetus","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"259","Southern Winds","Oceanites Oceanicus","Terrestrial/Marine","Listed","Seabird","Mixed"
"260","Southern Winds","Ardenna Grisea","Terrestrial/Marine","Listed","Seabird","Mixed"
"261","Southern Winds","Ardenna Tenuirostris","Terrestrial/Marine","Listed","Seabird","Mixed"
"262","Southern Winds","Ardenna Carneipes","Marine","Listed","Seabird","Marine"
"263","Southern Winds","Procellaria Cinerea","Terrestrial/Marine","Listed","Seabird","Mixed"
"264","Southern Winds","Sterna Hirundo","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"265","Southern Winds","Stercorarius Parasiticus","Terrestrial/Marine","Listed","Seabird","Mixed"
"266","Southern Winds","Bulweria Bulwerii","Marine","Listed","Seabird","Marine"
"267","Southern Winds","Procellaria Aequinoctialis","Terrestrial/Marine","Listed","Seabird","Mixed"
"268","Seadragon","Diomedea Exulans","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"269","Seadragon","Diomedea Epomophora","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"270","Seadragon","Thalassarche Melanophris","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"271","Seadragon","Thalassarche Carteri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"272","Seadragon","Diomedea Sanfordi","Terrestrial/Marine","Endangered","Seabird","Mixed"
"273","Seadragon","Diomedea Antipodensis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"274","Seadragon","Thalassarche Eremita","Terrestrial/Marine","Endangered","Seabird","Mixed"
"275","Seadragon","Thalassarche Salvini","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"276","Seadragon","Thalassarche Chrysostoma","Terrestrial/Marine","Endangered","Seabird","Mixed"
"277","Seadragon","Thalassarche Steadi","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"278","Seadragon","Thalassarche Impavida","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"279","Seadragon","Thalassarche Cauta","Terrestrial/Marine","Endangered","Seabird","Mixed"
"280","Seadragon","Thalassarche Bulleri","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"281","Seadragon","Phoebetria Fusca","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"282","Seadragon","Thalassarche Bulleri Platei","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"283","Seadragon","Pterodroma Leucoptera Leucoptera","Terrestrial/Marine","Endangered","Seabird","Mixed"
"284","Seadragon","Halobaena Caerulea","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"285","Seadragon","Pachyptila Turtur Subantarctica","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"286","Seadragon","Fregetta Grallaria Grallaria","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"287","Seadragon","Diomedea Antipodensis Gibsoni","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"288","Seadragon","Macronectes Giganteus","Terrestrial/Marine","Endangered","Seabird","Mixed"
"289","Seadragon","Macronectes Halli","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"290","Seadragon","Phoebetria Palpebrata","Terrestrial/Marine","Listed","Seabird","Mixed"
"291","Seadragon","Rostratula Australis","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"292","Seadragon","Botaurus Poiciloptilus","Freshwater/Marine","Endangered","Seabird","Mixed"
"293","Seadragon","Falco Hypoleucos","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"294","Seadragon","Limosa Lapponica Baueri","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"295","Seadragon","Sternula Nereis Nereis","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"296","Seadragon","Sternula Nereis","Terrestrial/Marine","Listed","Seabird","Mixed"
"297","Seadragon","Thinornis Cucullatus","Freshwater/Marine","Listed","Seabird","Mixed"
"298","Seadragon","Charadrius Leschenaultii","Terrestrial/Freshwater/Marine","Vulnerable","Seabird","Mixed"
"299","Seadragon","Numenius Madagascariensis","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"300","Seadragon","Limosa Lapponica","Terrestrial/Freshwater","Listed","","Mixed"
"301","Seadragon","Calidris Ferruginea","Terrestrial/Freshwater/Marine","Critically Endangered","Seabird","Mixed"
"302","Seadragon","Calidris Canutus","Terrestrial/Freshwater/Marine","Endangered","Seabird","Mixed"
"303","Seadragon","Calidris Tenuirostris","Terrestrial/Marine","Critically Endangered","Seabird","Mixed"
"304","Seadragon","Hydroprogne Caspia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"305","Seadragon","Sternula Albifrons","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"306","Seadragon","Arenaria Interpres","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"307","Seadragon","Pluvialis Squatarola","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"308","Seadragon","Pluvialis Fulva","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"309","Seadragon","Actitis Hypoleucos","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"310","Seadragon","Tringa Nebularia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"311","Seadragon","Tringa Stagnatilis","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"312","Seadragon","Egretta Garzetta","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"313","Seadragon","Anseranas Semipalmata","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"314","Seadragon","Biziura Lobata","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"315","Seadragon","Neophema Chrysogaster","Terrestrial/Freshwater","Critically Endangered","Not seabird","Mixed"
"316","Seadragon","Lathamus Discolor","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"317","Seadragon","Hirundapus Caudacutus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"318","Seadragon","Grantiella Picta","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"319","Seadragon","Anthochaera Phrygia","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"320","Seadragon","Dasyurus Maculatus Maculatus (Se Mainland Population)","Terrestrial","Endangered","Not seabird","Terrestrial"
"321","Seadragon","Antechinus Minimus Maritimus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
